traffic,driver_id,weather,order_type,vehicle_type,driver_age,driver_rating,rest_lat,rest_lon,dest_lat,dest_lon,temp,humidity,distance
Low,BANGRES01DEL02,Foggy,Buffet,Bike,38,5.0,12.933.284,77.615.428,12.953.284,77.635.428,20.3,91.0,5.39
Low,PUNERES20DEL01,Clear,Drinks,Bike,22,5.0,18.592.718,73.773.572,18.602.718,73.783.572,19.13,65.0,2.77
Low,MUMRES02DEL02,Foggy,Meal,E-Bike,23,4.6,19.221.315,72.862.381,19.241.315,72.882.381,26.29,44.0,4.36
Low,MUMRES18DEL01,Foggy,Meal,Bike,20,4.6,191.093,72.825.451,191.193,72.835.451,27.0,44.0,3.2
Low,JAPRES12DEL02,Foggy,Buffet,Bike,24,4.6,26.902.908,75.792.934,26.922.908,75.812.934,19.62,68.0,3.77
Low,SURRES20DEL01,Clear,Drinks,Bike,33,4.6,2.115.276,72.778.059,2.119.276,72.818.059,23.44,44.0,8.62
Low,COIMBRES05DEL01,Foggy,Drinks,Bike,25,4.6,11.022.169,76.999.594,11.032.169,77.009.594,24.86,73.0,3.42
Low,BANGRES06DEL02,Foggy,Meal,Bike,32,4.8,12.979.096,77.640.625,12.999.096,77.660.625,19.61,92.0,8.75
Low,KOLRES12DEL02,Foggy,Buffet,Bike,31,4.5,22.551.084,88.354.127,22.571.084,88.374.127,22.97,83.0,4.15
Low,KOLRES04DEL03,Foggy,Buffet,Bike,28,4.7,22.538.731,88.364.878,22.568.731,88.394.878,22.99,83.0,8.27
Low,HYDRES16DEL02,Cloudy,Drinks,Bike,30,4.9,17.440.827,78.393.391,17.460.827,78.413.391,21.39,65.0,4.6
Low,SURRES20DEL02,Clear,Snack,Bike,24,4.6,2.115.276,72.778.059,2.117.276,72.798.059,23.72,44.0,3.84
Low,SURRES13DEL01,Clear,Buffet,Bike,29,4.4,21.170.096,72.789.122,21.210.096,72.829.122,23.23,43.0,8.4
Low,COIMBRES06DEL01,Foggy,Meal,Bike,22,4.7,11.021.278,76.995.017,11.061.278,77.035.017,24.96,73.0,8.86
Low,MYSRES04DEL02,Cloudy,Meal,Bike,33,4.1,12.3085,76.665.808,12.3285,76.685.808,18.03,81.0,4.42
Low,MYSRES04DEL02,Cloudy,Drinks,Bike,30,5.0,12.3085,76.665.808,12.3285,76.685.808,18.03,81.0,4.42
Low,INDORES05DEL02,Foggy,Drinks,Bike,25,4.1,22.727.021,75.884.167,22.747.021,75.904.167,17.08,72.0,4.15
Low,INDORES09DEL03,Foggy,Buffet,Bike,30,4.8,22.725.835,75.887.648,22.755.835,75.917.648,17.08,72.0,6.09
Low,HYDRES13DEL01,Cloudy,Drinks,Bike,39,5.0,17.431.477,7.840.035,17.441.477,7.841.035,21.14,65.0,3.17
Low,MYSRES01DEL03,Cloudy,Drinks,Bike,37,4.9,12.311.072,76.654.878,12.341.072,76.684.878,18.22,81.0,8.15
Low,PUNERES14DEL03,Clear,Buffet,Bike,28,4.6,18.516.216,73.842.527,18.546.216,73.872.527,19.31,64.0,6.03
Low,VADRES06DEL02,Clear,Meal,E-Bike,37,4.6,2.231.279,73.170.283,2.233.279,73.190.283,22.88,42.0,4.31
Low,PUNERES15DEL03,Partly Cloudy,Snack,E-Bike,34,4.8,18.636.215,73.751.081,18.666.215,73.781.081,18.94,65.0,7.78
Low,RANCHIRES20DEL01,Clear,Buffet,Bike,23,4.7,2.339.925,85.390.464,2.346.925,85.460.464,17.9,67.0,10.95
Low,CHENRES16DEL02,Foggy,Snack,Bike,38,4.6,13.049.645,80.242.268,13.099.645,80.292.268,26.37,88.0,8.93
Low,CHENRES08DEL02,Foggy,Buffet,Bike,30,4.5,13.022.394,80.242.439,13.042.394,80.262.439,26.47,88.0,3.77
Low,CHENRES05DEL02,Foggy,Meal,Bike,26,4.6,13.058.616,80.264.151,13.078.616,80.284.151,26.44,88.0,5.09
Low,SURRES05DEL02,Clear,Drinks,Bike,30,4.7,21.175.104,72.804.342,21.195.104,72.824.342,23.39,43.0,4.21
Low,COIMBRES01DEL02,Foggy,Buffet,Bike,31,4.7,11.016.298,76.972.076,11.036.298,76.992.076,24.86,73.0,3.77
Low,MUMRES05DEL01,Foggy,Meal,Bike,29,5.0,18.927.584,72.832.585,18.937.584,72.842.585,27.01,44.0,4.77
Low,BANGRES16DEL03,Foggy,Snack,Bike,21,4.8,13.029.198,77.570.997,13.059.198,77.600.997,19.39,92.0,7.03
Low,CHENRES20DEL02,Foggy,Buffet,Bike,26,4.7,12.975.996,80.221.898,12.995.996,80.241.898,26.35,88.0,3.99
Low,SURRES16DEL01,Clear,Snack,Bike,22,4.7,21.160.437,72.774.209,21.200.437,72.814.209,23.38,43.0,8.82
Low,KOCRES010DEL03,Foggy,Meal,Bike,29,4.7,10.035.573,76.336.958,10.065.573,76.366.958,23.91,88.0,7.45
Low,KOLRES08DEL02,Foggy,Snack,Bike,20,4.5,2.253.796,88.349.843,2.255.796,88.369.843,22.97,83.0,5.99
Low,BANGRES03DEL03,Foggy,Buffet,Bike,33,4.0,12.979.166,77.640.709,13.009.166,77.670.709,19.52,92.0,8.93
Low,RANCHIRES05DEL01,Clear,Snack,Bike,20,4.9,23.355.164,85.324.097,23.395.164,85.364.097,17.62,68.0,7.54
Low,JAPRES12DEL03,Foggy,Drinks,Bike,35,4.7,26.902.908,75.792.934,26.932.908,75.822.934,19.7,64.0,5.96
Low,JAPRES16DEL03,Foggy,Snack,Bike,30,4.6,26.849.596,75.800.512,26.879.596,75.830.512,19.44,64.0,6.05
Low,CHENRES20DEL02,Foggy,Buffet,Bike,25,4.6,12.975.996,80.221.898,12.995.996,80.241.898,26.35,88.0,3.99
Low,BANGRES12DEL02,Foggy,Snack,E-Bike,28,4.7,12.939.496,77.625.999,12.959.496,77.645.999,19.77,91.0,8.88
Low,MUMRES03DEL03,Foggy,Meal,Bike,26,4.8,1.922.384,72.841.347,1.925.384,72.871.347,26.98,44.0,6.64
Low,MUMRES12DEL03,Clear,Buffet,Bike,26,4.7,19.207.222,72.972.281,19.237.222,73.002.281,27.05,48.0,4.74
Low,SURRES03DEL02,Clear,Buffet,Bike,33,4.7,21.186.884,72.793.616,21.236.884,72.843.616,23.08,43.0,8.08
Low,COIMBRES09DEL02,Foggy,Buffet,Bike,27,4.7,11.008.638,76.984.311,11.028.638,77.004.311,24.88,73.0,4.59
Low,VADRES010DEL03,Clear,Snack,Bike,36,4.4,22.310.329,73.169.083,22.340.329,73.199.083,22.86,42.0,6.97
Low,VADRES010DEL03,Clear,Buffet,Bike,37,4.2,22.310.329,73.169.083,22.340.329,73.199.083,22.86,42.0,6.97
Low,AURGRES08DEL01,Foggy,Drinks,Bike,20,4.7,19.876.428,75.364.792,19.916.428,75.404.792,17.82,82.0,8.45
Low,RANCHIRES11DEL02,Clear,Snack,Bike,27,4.2,23.359.194,85.325.447,23.379.194,85.345.447,17.71,68.0,3.8
Low,JAPRES07DEL03,Foggy,Meal,Bike,23,5.0,26.766.536,75.837.333,26.796.536,75.867.333,20.16,68.0,5.53
Low,JAPRES17DEL02,Foggy,Meal,Bike,23,4.8,26.892.312,75.806.896,26.912.312,75.826.896,19.58,68.0,4.25
Low,MUMRES05DEL01,Foggy,Snack,E-Bike,27,4.6,18.927.584,72.832.585,18.937.584,72.842.585,27.01,44.0,4.77
Low,JAPRES17DEL03,Foggy,Drinks,Bike,29,4.6,26.892.312,75.806.896,26.922.313,75.836.896,19.58,68.0,6.36
Low,CHENRES19DEL02,Foggy,Drinks,Bike,27,4.7,12.986.047,80.218.114,13.006.047,80.238.114,26.37,88.0,7.3
Low,MYSRES20DEL02,Partly Cloudy,Snack,Bike,26,4.7,12.337.978,76.616.792,12.357.978,76.636.792,18.01,81.0,4.51
Low,KOLRES18DEL01,Foggy,Drinks,Bike,22,4.7,22.569.367,88.433.187,22.609.367,88.473.187,23.03,83.0,9.1
Low,HYDRES08DEL03,Cloudy,Drinks,Bike,23,5.0,17.438.263,78.397.865,17.468.263,78.427.865,21.42,65.0,7.68
Low,MYSRES12DEL02,Cloudy,Meal,Bike,34,4.4,12.284.747,76.625.861,12.304.747,76.645.861,18.12,81.0,5.14
Low,COIMBRES15DEL02,Foggy,Snack,Bike,27,4.5,11.006.686,76.951.736,11.026.686,76.971.736,24.87,73.0,4.64
Low,GOARES04DEL01,Partly Cloudy,Buffet,Bike,25,4.7,155.696,73.742.294,155.796,73.752.294,24.95,57.0,2.81
Low,COIMBRES08DEL03,Foggy,Snack,Bike,32,4.6,11.001.852,76.976.268,11.031.852,77.006.268,24.9,73.0,6.22
Low,MYSRES16DEL02,Partly Cloudy,Snack,E-Bike,37,4.8,12.316.967,76.603.067,12.336.967,76.623.067,17.91,81.0,5.07
Low,COIMBRES20DEL02,Foggy,Drinks,Bike,22,4.6,10.994.136,76.963.303,11.014.136,76.983.303,24.9,73.0,4.08
Low,INDORES19DEL03,Foggy,Snack,Bike,26,4.1,22.745.536,75.893.106,22.775.536,75.923.106,17.1,72.0,6.53
Low,SURRES12DEL02,Clear,Meal,Bike,26,4.7,21.183.434,72.814.492,21.203.434,72.834.492,23.23,43.0,5.71
Low,RANCHIRES010DEL01,Clear,Meal,Bike,29,4.7,23.354.422,853.329,23.394.422,853.729,17.69,68.0,6.99
Low,COIMBRES12DEL02,Foggy,Drinks,Bike,22,4.0,11.000.762,76.981.876,11.020.762,77.001.876,24.95,73.0,4.82
Low,VADRES19DEL02,Clear,Meal,E-Bike,28,5.0,22.311.844,73.165.081,22.331.844,73.185.081,22.92,42.0,5.52
Low,MUMRES03DEL02,Foggy,Snack,Bike,20,4.2,1.922.384,72.841.347,1.924.384,72.861.347,26.94,44.0,5.06
Low,HYDRES07DEL03,Cloudy,Snack,Bike,38,4.6,17.424.114,78.347.554,17.454.114,78.377.554,21.2,66.0,7.2
Low,MUMRES14DEL02,Foggy,Drinks,Bike,31,4.4,191.813,72.836.191,192.013,72.856.191,26.93,44.0,4.4
Low,COIMBRES03DEL01,Foggy,Snack,Bike,24,4.9,11.025.083,77.015.393,11.065.083,77.055.393,25.07,73.0,8.84
Low,PUNERES06DEL03,Clear,Meal,Bike,25,4.4,18.546.258,73.904.337,18.576.258,73.934.337,19.23,65.0,6.27
Low,JAPRES05DEL03,Foggy,Drinks,Bike,21,4.6,26.905.287,75.794.592,26.935.287,75.824.592,19.7,68.0,6.51
Low,CHENRES08DEL03,Foggy,Drinks,Bike,29,4.6,13.022.394,80.242.439,13.052.394,80.272.439,26.46,88.0,6.1
Low,SURRES03DEL03,Clear,Buffet,E-Bike,29,4.6,21.186.884,72.793.616,21.216.884,72.823.616,23.21,43.0,5.25
Low,SURRES04DEL02,Clear,Meal,Bike,36,4.7,21.173.493,72.801.953,21.193.493,72.821.953,23.39,44.0,3.79
Low,PUNERES14DEL03,Clear,Meal,Bike,30,4.4,18.516.216,73.842.527,18.546.216,73.872.527,19.31,64.0,6.03
Low,VADRES20DEL02,Clear,Meal,Bike,21,4.6,22.311.358,73.164.798,22.331.358,73.184.798,22.93,42.0,5.29
Low,COIMBRES20DEL03,Foggy,Buffet,Bike,24,4.6,10.994.136,76.963.303,11.024.136,76.993.303,24.94,73.0,5.75
Low,CHENRES19DEL03,Foggy,Buffet,Bike,33,4.5,12.986.047,80.218.114,13.016.047,80.248.114,26.53,87.0,8.36
Low,AURGRES07DEL03,Foggy,Meal,Bike,26,4.6,19.875.908,75.358.888,19.905.908,75.388.888,17.9,82.0,6.04
Low,INDORES05DEL03,Foggy,Buffet,Bike,38,4.7,22.727.021,75.884.167,22.757.021,75.914.167,17.08,72.0,6.16
Low,COIMBRES06DEL01,Foggy,Buffet,Bike,28,4.8,11.021.278,76.995.017,11.061.278,77.035.017,24.92,73.0,8.86
Low,SURRES19DEL03,Clear,Drinks,E-Bike,25,4.8,21.149.669,72.772.629,21.179.669,72.802.629,23.61,44.0,6.64
Low,PUNERES17DEL02,Clear,Snack,Bike,29,4.8,18.530.963,73.828.972,18.550.963,73.848.972,19.29,65.0,4.68
Low,PUNERES17DEL03,Clear,Drinks,Bike,22,4.7,18.530.963,73.828.972,18.560.963,73.858.972,19.27,65.0,6.78
Low,RANCHIRES16DEL03,Clear,Snack,Bike,24,4.6,23.371.292,85.327.872,23.401.292,85.357.872,17.56,68.0,5.45
Low,BANGRES16DEL03,Foggy,Buffet,Bike,33,4.8,13.029.198,77.570.997,13.059.198,77.600.997,19.39,92.0,7.03
Low,PUNERES14DEL03,Clear,Drinks,Bike,29,4.6,18.516.216,73.842.527,18.546.216,73.872.527,19.31,64.0,6.03
Low,JAPRES02DEL03,Foggy,Buffet,Bike,23,5.0,26.914.142,75.805.704,26.944.142,75.835.704,19.75,68.0,6.14
Low,BANGRES02DEL01,Foggy,Buffet,Bike,29,4.9,12.970.221,77.645.396,12.980.221,77.655.396,19.65,92.0,3.67
Low,VADRES06DEL03,Clear,Buffet,Bike,22,4.7,2.231.279,73.170.283,2.234.279,73.200.283,22.86,42.0,6.59
Low,CHENRES05DEL02,Foggy,Buffet,Bike,32,4.7,13.058.616,80.264.151,13.078.616,80.284.151,26.44,88.0,5.09
Low,MYSRES12DEL02,Cloudy,Meal,Bike,20,4.9,12.284.747,76.625.861,12.304.747,76.645.861,18.12,81.0,5.14
Low,SURRES20DEL03,Clear,Snack,Bike,21,4.9,2.115.276,72.778.059,2.118.276,72.808.059,23.56,44.0,6.21
Low,COIMBRES03DEL02,Foggy,Meal,Bike,25,4.8,11.025.083,77.015.393,11.045.083,77.035.393,24.94,73.0,5.1
Low,HYDRES06DEL02,Cloudy,Snack,Bike,28,4.8,17.455.894,78.375.467,17.475.894,78.395.467,21.23,65.0,5.96
Low,COIMBRES02DEL02,Foggy,Meal,Bike,30,4.5,11.022.477,76.995.667,11.042.477,77.015.667,24.84,73.0,4.55
Low,RANCHIRES04DEL03,Clear,Snack,Bike,21,4.3,23.359.033,85.325.347,23.389.033,85.355.347,17.71,68.0,6.75
Low,SURRES19DEL02,Clear,Buffet,E-Bike,30,4.7,21.149.669,72.772.629,21.169.669,72.792.629,23.77,44.0,4.43
Low,CHENRES05DEL03,Foggy,Snack,Bike,32,4.8,13.058.616,80.264.151,13.088.616,80.294.151,26.43,88.0,6.5
Low,BANGRES08DEL02,Foggy,Buffet,Bike,28,4.5,12.906.229,77.596.791,12.926.229,77.616.791,19.7,90.0,4.23
Low,DEHRES05DEL01,Clear,Drinks,Bike,39,4.8,30.346.994,78.062.543,30.386.994,78.102.543,15.19,77.0,8.12
Low,SURRES13DEL02,Clear,Drinks,Bike,39,4.8,21.170.096,72.789.122,21.190.096,72.809.122,23.54,44.0,5.52
Low,MYSRES19DEL02,Partly Cloudy,Buffet,Bike,27,4.0,12.334.022,76.618.203,12.354.022,76.638.203,18.04,81.0,4.49
Low,ALHRES03DEL01,Clear,Drinks,E-Bike,33,4.0,25.451.517,81.832.616,25.491.517,81.872.616,22.25,54.0,7.86
Low,RANCHIRES11DEL03,Clear,Buffet,Bike,21,4.6,23.359.194,85.325.447,23.389.194,85.355.447,17.71,68.0,7.34
Low,KOLRES03DEL01,Foggy,Snack,E-Bike,20,4.5,22.526.461,88.364.453,22.566.461,88.404.453,22.99,83.0,9.62
Low,LUDHRES11DEL02,Clear,Drinks,Bike,33,4.7,30.893.081,75.821.495,30.913.081,75.841.495,18.97,57.0,4.0
Low,AURGRES08DEL03,Foggy,Drinks,Bike,27,4.8,19.876.428,75.364.792,19.906.428,75.394.792,17.9,82.0,6.78
Low,PUNERES08DEL02,Clear,Drinks,Bike,29,4.5,1.853.408,7.389.852,1.855.408,7.391.852,19.35,64.0,4.76
Low,COIMBRES11DEL01,Foggy,Buffet,Bike,29,4.6,11.001.753,76.986.241,11.041.753,77.026.241,24.92,73.0,8.55
Low,MUMRES05DEL01,Foggy,Drinks,E-Bike,25,4.6,18.927.584,72.832.585,18.937.584,72.842.585,27.01,44.0,4.77
Low,CHENRES03DEL02,Foggy,Drinks,Bike,29,4.6,13.091.809,80.219.104,13.111.809,80.239.104,26.29,88.0,4.92
Low,CHENRES17DEL03,Foggy,Drinks,Bike,35,4.9,13.045.479,8.023.311,13.075.479,8.026.311,26.42,88.0,5.98
Low,BANGRES17DEL03,Foggy,Snack,Bike,20,4.6,12.972.532,77.608.179,13.002.532,77.638.179,19.51,92.0,7.17
Low,BANGRES03DEL02,Foggy,Snack,Bike,20,4.6,12.979.166,77.640.709,12.999.166,77.660.709,19.61,92.0,8.65
Low,VADRES19DEL03,Clear,Drinks,E-Bike,25,4.7,22.311.844,73.165.081,22.341.844,73.195.081,22.86,42.0,6.68
Low,HYDRES09DEL01,Cloudy,Meal,Bike,36,4.6,17.431.668,78.408.321,17.441.668,78.418.321,21.27,65.0,3.22
Low,PUNERES19DEL02,Clear,Drinks,Bike,33,4.7,18.563.934,73.915.367,18.583.935,73.935.367,19.21,65.0,7.07
Low,INDORES08DEL03,Foggy,Drinks,Bike,38,4.1,22.725.748,75.898.497,22.755.747,75.928.497,17.03,72.0,6.41
Low,CHENRES01DEL02,Foggy,Snack,Bike,25,4.8,13.005.801,80.250.744,13.025.801,80.270.744,26.52,87.0,4.63
Low,COIMBRES20DEL02,Foggy,Snack,Bike,37,4.7,10.994.136,76.963.303,11.014.136,76.983.303,24.9,73.0,4.08
Low,VADRES06DEL01,Clear,Snack,E-Bike,37,4.7,2.231.279,73.170.283,2.235.279,73.210.283,22.83,43.0,9.07
Low,HYDRES03DEL02,Cloudy,Meal,Bike,29,4.6,17.422.819,78.449.578,17.442.819,78.469.578,21.55,64.0,5.27
Low,PUNERES20DEL01,Clear,Snack,Bike,22,4.9,18.592.718,73.773.572,18.632.718,73.813.572,19.02,65.0,8.39
Low,RANCHIRES16DEL03,Clear,Buffet,Bike,37,5.0,23.371.292,85.327.872,23.401.292,85.357.872,17.56,68.0,5.45
Low,SURRES16DEL01,Clear,Drinks,Bike,25,5.0,21.160.437,72.774.209,21.200.437,72.814.209,23.38,43.0,8.82
Low,MYSRES010DEL02,Partly Cloudy,Drinks,Bike,20,4.8,12.321.214,76.621.094,12.341.214,76.641.094,18.09,81.0,5.03
Low,BANGRES02DEL01,Foggy,Snack,Bike,25,4.8,12.970.221,77.645.396,13.010.221,77.685.396,19.55,93.0,11.83
Low,RANCHIRES04DEL01,Foggy,Meal,Bike,37,4.2,23.359.033,85.325.347,23.399.033,85.365.347,16.01,94.0,8.26
Low,MUMRES11DEL01,Foggy,Buffet,Bike,29,4.9,18.994.237,72.825.553,19.004.237,72.835.553,26.99,44.0,3.81
Low,COIMBRES17DEL02,Foggy,Meal,Bike,31,4.6,11.026.117,76.944.652,11.046.117,76.964.652,24.8,73.0,4.62
Low,VADRES19DEL02,Clear,Snack,Bike,28,4.1,22.311.844,73.165.081,22.331.844,73.185.081,22.92,42.0,5.52
Low,INDORES20DEL03,Foggy,Drinks,Bike,37,4.0,22.732.225,75.874.765,22.762.225,75.904.765,17.08,72.0,5.87
Low,VADRES20DEL02,Clear,Drinks,E-Bike,24,4.9,22.311.358,73.164.798,22.331.358,73.184.798,22.93,42.0,5.29
Low,MYSRES010DEL02,Partly Cloudy,Buffet,Bike,20,4.5,12.321.214,76.621.094,12.341.214,76.641.094,18.09,81.0,5.03
Low,MYSRES08DEL01,Cloudy,Meal,Bike,33,4.5,12.297.954,76.665.169,12.337.954,76.705.169,18.17,81.0,9.91
Low,INDORES17DEL01,Foggy,Meal,Bike,28,4.5,22.761.226,75.887.522,22.801.226,75.927.522,17.16,72.0,8.14
Low,VADRES19DEL01,Clear,Meal,Bike,33,4.0,22.311.844,73.165.081,22.351.844,73.205.081,22.83,43.0,8.47
Low,CHENRES12DEL03,Foggy,Drinks,Bike,37,4.8,12.972.793,80.249.982,13.032.793,80.309.982,26.55,87.0,10.01
Low,DEHRES07DEL03,Clear,Snack,Bike,35,4.9,30.362.686,7.806.889,30.392.686,7.809.889,15.19,77.0,4.55
Low,MUMRES09DEL01,Foggy,Snack,Bike,23,4.9,18.994.049,72.825.203,19.004.049,72.835.203,26.99,44.0,2.98
Low,COIMBRES02DEL02,Foggy,Buffet,Bike,26,4.6,11.022.477,76.995.667,11.042.477,77.015.667,24.84,73.0,4.55
Low,CHENRES02DEL01,Foggy,Meal,Bike,37,4.6,13.086.438,80.220.672,13.096.438,80.230.672,26.31,88.0,2.56
Low,SURRES07DEL03,Clear,Snack,Bike,26,4.6,21.170.798,72.790.489,21.200.798,72.820.489,23.33,43.0,5.06
Low,SURRES19DEL03,Clear,Snack,Bike,31,4.0,21.149.669,72.772.629,21.179.669,72.802.629,23.61,44.0,6.64
Low,MUMRES18DEL01,Foggy,Meal,Bike,31,4.6,191.093,72.825.451,191.193,72.835.451,27.0,44.0,3.2
Low,PUNERES02DEL03,Clear,Meal,Bike,28,4.8,1.855.144,73.804.855,1.858.144,73.834.855,19.24,65.0,7.7
Low,PUNERES06DEL02,Clear,Buffet,Bike,25,4.4,18.546.258,73.904.337,18.566.258,73.924.337,19.22,65.0,4.72
Low,KOCRES010DEL03,Foggy,Drinks,Bike,24,4.7,10.035.573,76.336.958,10.065.573,76.366.958,23.92,88.0,7.45
Low,JAPRES12DEL01,Foggy,Meal,Bike,26,4.9,26.902.908,75.792.934,26.942.908,75.832.934,19.73,68.0,7.52
Low,PUNERES14DEL01,Clear,Meal,Bike,21,4.8,18.516.216,73.842.527,18.556.216,73.882.527,19.27,65.0,7.91
Low,CHENRES01DEL02,Foggy,Snack,Bike,27,4.8,13.005.801,80.250.744,13.025.801,80.270.744,26.52,87.0,4.63
Low,COIMBRES09DEL02,Foggy,Meal,Bike,36,4.8,11.008.638,76.984.311,11.028.638,77.004.311,24.88,73.0,4.59
Low,BANGRES07DEL02,Foggy,Snack,Bike,38,4.8,12.978.453,77.643.685,12.998.453,77.663.685,19.61,92.0,8.83
Low,MYSRES010DEL03,Cloudy,Drinks,Bike,33,4.9,12.321.214,76.621.094,12.351.214,76.651.094,18.25,81.0,6.59
Low,CHENRES03DEL02,Foggy,Drinks,Bike,36,4.9,13.091.809,80.219.104,13.111.809,80.239.104,26.29,88.0,4.92
Low,PUNERES20DEL03,Clear,Meal,Bike,26,4.4,18.592.718,73.773.572,18.622.718,73.803.572,19.16,65.0,7.88
Low,MUMRES07DEL01,Foggy,Meal,Bike,37,4.8,19.091.458,72.827.808,19.101.458,72.837.808,27.03,44.0,3.85
Low,BANGRES15DEL01,Foggy,Drinks,Bike,26,4.1,12.975.377,77.696.664,12.985.377,77.706.664,19.6,93.0,5.7
Low,SURRES15DEL03,Clear,Meal,Bike,21,4.7,21.160.522,72.771.477,21.190.522,72.801.477,23.54,44.0,5.91
Low,LUDHRES09DEL03,Clear,Meal,Bike,25,4.8,30.885.814,75.786.976,30.915.814,75.816.976,19.07,57.0,6.58
Low,SURRES07DEL02,Clear,Drinks,Bike,37,4.9,21.170.798,72.790.489,21.220.798,72.840.489,23.11,43.0,9.3
Low,MUMRES11DEL01,Foggy,Meal,Bike,28,4.7,18.994.237,72.825.553,19.004.237,72.835.553,26.99,44.0,3.81
Low,PUNERES15DEL01,Partly Cloudy,Meal,Bike,28,4.9,18.636.215,73.751.081,18.646.215,73.761.081,19.08,65.0,5.03
Low,MUMRES17DEL01,Foggy,Buffet,Bike,30,4.1,19.121.999,72.908.493,19.131.999,72.918.493,26.69,44.0,2.81
Low,VADRES01DEL01,Clear,Drinks,Bike,39,4.6,22.307.898,73.167.788,22.347.898,73.207.788,22.83,43.0,8.49
Low,CHENRES010DEL01,Foggy,Meal,E-Bike,21,4.8,13.066.762,80.251.865,13.106.762,80.291.865,26.36,88.0,9.62
Low,MUMRES07DEL01,Foggy,Buffet,Bike,20,4.8,19.091.458,72.827.808,19.101.458,72.837.808,27.03,44.0,3.78
Low,BANGRES17DEL03,Foggy,Snack,Bike,24,4.6,12.972.532,77.608.179,13.002.532,77.638.179,19.51,92.0,6.04
Low,SURRES02DEL03,Clear,Buffet,E-Bike,23,4.7,21.186.608,72.794.136,21.216.608,72.824.136,23.21,43.0,5.58
Low,COIMBRES19DEL02,Foggy,Drinks,Bike,33,4.7,11.022.298,76.998.349,11.042.298,77.018.349,24.84,73.0,4.61
Low,KOCRES14DEL01,Foggy,Buffet,Bike,29,4.7,10.027.014,76.308.053,10.067.014,76.348.053,23.99,88.0,7.35
Low,BHPRES15DEL03,Clear,Snack,Bike,27,4.3,23.234.249,77.434.007,23.264.249,77.464.007,18.34,57.0,7.11
Low,VADRES14DEL03,Foggy,Meal,Bike,28,4.7,22.311.603,73.165.012,22.371.603,73.225.012,19.01,82.0,11.07
Low,HYDRES15DEL03,Cloudy,Meal,Bike,39,4.9,1.745.971,78.368.855,1.748.971,78.398.855,21.22,65.0,6.97
Low,RANCHIRES09DEL03,Foggy,Snack,Bike,26,4.7,23.351.058,85.325.731,23.381.058,85.355.731,16.07,94.0,6.09
Low,MUMRES13DEL03,Foggy,Buffet,Bike,26,4.9,19.178.321,72.834.715,19.208.321,72.864.715,26.92,44.0,6.26
Low,JAPRES01DEL01,Foggy,Buffet,Bike,26,5.0,2.690.519,75.810.753,2.694.519,75.850.753,19.74,68.0,7.87
Low,JAPRES12DEL02,Foggy,Snack,Bike,32,4.3,26.902.908,75.792.934,26.922.908,75.812.934,19.6,68.0,3.77
Low,RANCHIRES010DEL02,Clear,Snack,Bike,36,4.6,23.354.422,853.329,23.404.422,853.829,17.59,68.0,8.3
Low,BANGRES11DEL01,Foggy,Snack,Bike,39,5.0,12.934.365,77.616.155,12.944.365,77.626.155,19.8,91.0,2.69
Low,MYSRES010DEL01,Cloudy,Buffet,Bike,21,4.1,12.321.214,76.621.094,12.361.214,76.661.094,18.34,81.0,8.87
Low,MUMRES12DEL02,Clear,Buffet,Bike,32,4.8,19.207.222,72.972.281,19.227.222,72.992.281,27.01,48.0,3.86
Low,HYDRES20DEL02,Cloudy,Drinks,Bike,21,4.8,17.483.216,78.552.111,17.503.216,78.572.111,21.41,64.0,3.75
Low,RANCHIRES01DEL03,Foggy,Drinks,Bike,27,4.8,23.416.792,85.316.842,23.446.792,85.346.842,16.18,94.0,12.59
Low,RANCHIRES05DEL02,Clear,Drinks,Bike,27,4.8,23.355.164,85.324.097,23.375.164,85.344.097,17.66,68.0,4.41
Low,JAPRES01DEL02,Foggy,Meal,Bike,23,4.8,2.690.519,75.810.753,2.692.519,75.830.753,19.61,68.0,4.09
Low,VADRES01DEL02,Clear,Meal,Bike,22,4.0,22.307.898,73.167.788,22.327.898,73.187.788,22.92,42.0,5.41
Low,PUNERES16DEL02,Clear,Snack,Bike,21,4.6,18.536.718,73.830.327,18.556.718,73.850.327,19.25,65.0,5.55
Low,MUMRES03DEL02,Foggy,Meal,Bike,25,4.5,1.922.384,72.841.347,1.924.384,72.861.347,26.94,44.0,5.06
Low,PUNERES09DEL02,Clear,Drinks,Bike,24,5.0,18.536.562,73.896.485,18.556.562,73.916.485,19.26,64.0,4.66
Low,VADRES13DEL02,Foggy,Drinks,Bike,24,4.2,22.310.237,73.158.921,22.360.237,73.208.921,19.01,82.0,11.76
Low,COIMBRES03DEL01,Foggy,Snack,Bike,26,4.8,11.025.083,77.015.393,11.065.083,77.055.393,25.07,73.0,8.84
Low,KOCRES01DEL03,Foggy,Snack,Bike,37,4.7,9.979.363,76.285.001,10.009.363,76.315.001,22.97,94.0,5.86
Low,SURRES010DEL02,Clear,Snack,Bike,27,4.8,2.117.106,72.789.292,2.122.106,72.839.292,23.11,43.0,9.13
Low,VADRES13DEL01,Foggy,Snack,Bike,34,4.6,22.310.237,73.158.921,22.350.237,73.198.921,18.99,82.0,8.57
Low,PUNERES15DEL01,Partly Cloudy,Meal,Bike,37,4.9,18.636.215,73.751.081,18.646.215,73.761.081,19.08,65.0,5.03
